description,label
a lion perched on a branch,animal
A cliff glows under the sunset.,landscape
A shy girl singing on the rooftop.,portrait
A photographer smiling at the camera.,portrait
A desert is reflected in the clear water.,landscape
A forest stretches to the horizon.,landscape
a ladder beside the corridor,others
A mother reading a book.,portrait
a bird running across the field,animal
A young boy laughing with friends.,portrait
A charming soldier sitting beside the campfire.,portrait
a jeep parked beside the wall,others
a pig standing on the grass,animal
a penguin playing with another hedgehog,animal
A traveler against the wall.,portrait
a turkey sleeping under a tree,animal
a kite floating above the sign,others
a chair near the statue,others
The ocean shimmers under the moonlight.,landscape
A cliff is surrounded by wildflowers.,landscape
a zebra playing with another owl,animal
a car hidden behind the tower,others
A shy photographer sitting beside the campfire.,portrait
a van parked beside the bridge,others
A gorgeous girl watching the sunset.,portrait
The beach is painted in autumn colors.,landscape
A smiling woman smiling at the camera.,portrait
A forest glows under the sunset.,landscape
a kangaroo perched on a branch,animal
A river is reflected in the clear water.,landscape
a table on top of the tower,others
a leaf floating above the fence,others
a box beside the track,others
A beautiful kid dancing on the stage.,portrait
a camera moving through the hall,others
A smart child laughing near the lake.,portrait
A snowfield is covered with mist.,landscape
a car near the building,others
a box beside the tunnel,others
A tall man reading a book.,portrait
A gentle photographer singing on the rooftop.,portrait
A father watching the sunset.,portrait
a goat swimming in the river,animal
a chair in the subway,others
A shy teenager watching the sunset.,portrait
A joyful kid smiling in the sun.,portrait
A curious teenager posing under the moon.,portrait
A tall man posing beside a statue.,portrait
A desert sparkles after the rain.,landscape
a ladder in the garage,others
a cloud floating above the statue,others
A curious doctor watching the sunset.,portrait
A snowfield is reflected in the clear water.,landscape
a toad swimming in the river,animal
A dancer sitting on a bench.,portrait
a parrot drinking water from a pond,animal
a dog hiding in the bushes,animal
a group of alligators in the wild,animal
a eagle perched on a branch,animal
a falcon perched on a branch,animal
a paper floating above the tower,others
A father holding a cup of coffee.,portrait
a tiger playing with another eagle,animal
The countryside is filled with ancient trees.,landscape
a cow swimming in the river,animal
a car under the arch,others
A lake glows under the sunset.,landscape
The beach stretches to the horizon.,landscape
a camel hiding in the bushes,animal
A stylish girl climbing a tree.,portrait
a donkey playing with another duck,animal
A photographer smiling at the camera.,portrait
a box moving through the tunnel,others
a donkey sleeping under a tree,animal
A photographer walking in the park.,portrait
A river is hidden behind the clouds.,landscape
A canyon is filled with ancient trees.,landscape
The mountain is reflected in the clear water.,landscape
A lake is hidden behind the clouds.,landscape
A beautiful boy climbing a tree.,portrait
A playful girl reading in a library.,portrait
A adorable teacher talking with friends.,portrait
A cute teacher smiling in the sun.,portrait
A desert is hidden behind the clouds.,landscape
a penguin playing with another parrot,animal
a beaver swimming in the river,animal
A gentle man watching the sunset.,portrait
A dancer holding a cup of coffee.,portrait
a crocodile sleeping under a tree,animal
a peacock sleeping under a tree,animal
a ball moving through the corridor,others
A adorable student climbing a tree.,portrait
The beach is peaceful and silent.,landscape
a penguin playing with another elephant,animal
a koala sleeping under a tree,animal
A mother watching the sunset.,portrait
a balloon floating above the sign,others
A traveler holding a bunch of flowers.,portrait
a falcon running across the field,animal
a table hidden behind the statue,others
a group of kangaroos in the wild,animal
A lake is reflected in the clear water.,landscape
A graceful soldier talking with friends.,portrait
A charming woman watching the sunset.,portrait
a sheep drinking water from a pond,animal
A cute artist climbing a tree.,portrait
a tiger walking in the forest,animal
A father standing by the window.,portrait
a beaver perched on a branch,animal
a dog perched on a branch,animal
a duck drinking water from a pond,animal
A cheerful teacher posing under the moon.,portrait
a eagle walking in the forest,animal
a tiger walking in the forest,animal
A graceful man laughing near the lake.,portrait
a hedgehog walking in the forest,animal
A singer smiling at the camera.,portrait
A river is bathed in morning light.,landscape
a whale perched on a branch,animal
A stylish boy painting on a canvas.,portrait
A cliff is bathed in morning light.,landscape
A lake stands tall against the sky.,landscape
A desert is reflected in the clear water.,landscape
a eagle perched on a branch,animal
a elephant hiding in the bushes,animal
A gorgeous girl reading a book.,portrait
The ocean echoes with the sound of birds.,landscape
A dancer leaning on the fence.,portrait
A charming girl laughing near the lake.,portrait
A painter reading a book.,portrait
A student holding a cup of coffee.,portrait
A river is hidden behind the clouds.,landscape
A waterfall echoes with the sound of birds.,landscape
a goose hiding in the bushes,animal
A shy child standing under the stars.,portrait
A valley is filled with ancient trees.,landscape
a whale swimming in the river,animal
a fox running across the field,animal
A graceful student climbing a tree.,portrait
A river is filled with ancient trees.,landscape
A adorable kid watching the sunset.,portrait
a squirrel walking in the forest,animal
a drone beside the corridor,others
A gorgeous girl laughing with friends.,portrait
a dolphin sleeping under a tree,animal
A young boy sitting on a bench.,portrait
A meadow echoes with the sound of birds.,landscape
a ladder in the garage,others
A graceful girl posing under the moon.,portrait
A stylish woman talking with friends.,portrait
a cat sleeping under a tree,animal
a cat running across the field,animal
An old man under the street light.,portrait
A little child posing beside a statue.,portrait
a sheep running across the field,animal
A adorable child sitting beside the campfire.,portrait
A lake sparkles after the rain.,landscape
A adorable photographer talking with friends.,portrait
A dancer laughing with friends.,portrait
A snowfield is filled with ancient trees.,landscape
a drone under the arch,others
The ocean sparkles after the rain.,landscape
A elegant dancer painting on a canvas.,portrait
A adorable teacher smiling in the sun.,portrait
a shadow floating above the shed,others
A joyful boy watching the sunset.,portrait
a group of porcupines in the wild,animal
A father laughing with friends.,portrait
A student walking in the park.,portrait
A stylish boy talking with friends.,portrait
